,link,bahan,bumbu,metode
0,https://resepmamiku.com/gulai-buncis-telur-fifinimartiyana,"200 gr Buncis
5 btr Telur
65 ml Santan Instan
Air secukupnya
Garam
Kaldu Bubuk
Gula Pasir","6 bh Bawang Merah
3 bh Bawang Putih
3 bh Cabe Merah
2 btr Kemiri
1 ruas Kunyit
1/2 sdt Ketumbar
Bumbu Lain
2 lbr Daun Salam
2 lbr Daun Jeruk
1 ruas Lengkuas
1 btg Serai","1. Tumis bumbu halus hingga harum dan matang tambahkan bumbu lain,masukan air dan santan aduk aduk agar santan tidak pecah
2. Masukan buncis,bumbui garam,kaldu bubuk dan gula pasir
3. Masukan telur masak hingga kuah agak menyusut dan bumbu meresap,koreksi rasa sajikan"
1,https://resepmamiku.com/tumis-tahu-udang-tauco-yscooking,"2 buah tahu putih, potong kotak goreng
8 ekor udang sedang, kupas
Putren secukupnya
2 siung bawput cincang
3 butir bawmer iris
1/2 bawang bombay iris
2 cabe merah
1 batang daun bawang
2 lbr daun salam
1 sdm saus tiram
1sdm kecap manis
2 sdm tauco asin
1/2 sdm gula
Garam, merica
Larutan maizena",,"1. Tumis duo bawang, bonbay, cabe dan daun salam sampai wangi. Masukkan bombay tumis sebentar. Masukkan tauco, tumis sampai harum.
2. Masukkan putren, setelah setengah matang masukkan tahu dan bumbu. Aduk rata.
3. Tuang air kurleb 1/4 tumisan, setelah mendidih masukkan udang dan daun bawang. Didihkan kembali
4. Kentalkan dgn larutan maizena. Angkat setelah meletup."
2,https://resepmamiku.com/omellet-panggang-italia-albiyansmom,"6 butir telur
1/2 buah bombay (cincang dadu)
200 gr sosis sapi (belah 2)
50 gr bayam
70 gr tomat cery
50 gr keju cheddar parut
100 gr keju mozzarela
60 ml susu cair
1 sdm butter
Kaldu bubuk, garam dan lada bubuk secukupnya",,"1. Kocok lepas telur, beri keju cheddar parut, kaldu bubuk, garam dan lada bubuk. Kocok hingga tercampur rata.
2. Siapkan teflon. Panaskan butter, tumis bombay hingga harum.
3. Masukkan sosis, tumis sebentar. Lalu tuang kocokan telur. Masukkan bayam, tomat cery dan keju mozzarela.
4. Tutup teflon dan masak dgn api kecil hingga matang.
5. Sajikan hangat2."
3,https://resepmamiku.com/ayam-taliwang-annasupriyanto,"Saya pakai 4 potong paha ayam
Kecap manis secukupnya
1 keping gula merah /50 gr lebih kurang
Lada halus gula pasir bubuk kaldu secukupnya
150 mll air santan lebih kurang ( 1 bks santan instan ukuran kecil di campur dgn air )","18 siung bawang merah
10 siung bawang putih
20 cabe merah keriting
1 buah tomat
1 cm kencur
1 sdt terasi bakar /terasi abc","1. Ayam cuci bersih kasi perasan jeruk nipis dan sedikit garam sisihkan
2. Bilas ayam kemudian rebus sebentar dgn sedikit air untuk menghilangkan amisnya angkat sisihkan
3. Tumis bumbu hingga harum masukkan ayam, bumbu lainnya dan sedikit air masak hingga ayam empuk
4. Setelah itu ayam bisa di panggang di pan anti lengket dgn sedikit minyak/margarin."
4,https://resepmamiku.com/nasi-uduk-magicom-liuin85,"4 cup beras
2 batang serai, geprak
5 lembar daun salam
2 lembar daun pandan, simpulkan
2 sachet santan kental instan @65 ml
Sesuai selera gula dan garam
Secukupnya air seperti memasak nasi biasaAyam goreng
Tumis sayur buncis
Mie goreng
Tahu dan tempe goreng
Telur balado
Sambal kentang balado
Lalapan",,"1. Cuci beras hingga bersih lalu tiriskan
2. Letakkan beras dalam magicom lalu beri serai, daun salam, daun pandan, santan instan, gula dan garam lalu beri air sebanyak kalau memasak nasi putih biasa. Aduk rata lalu koreksi rasa. Nyalakan magicom, msk seperti biasa.
3. Setelah matang, aduk nasi agar santan naik bisa tercampur dengan nasi kemudian tekan tombol msk sekali lg & matang sempurna.
4. Setelah matang, nasi siap disajikan beserta pelengkapnya"
5,https://resepmamiku.com/telor-pindang-retak-seribu-liuin85,"15 btr telor rebus matang
5 siung bawang putih ( iris)
8 siung bawang merah ( iris)
3 lbr daun salam
6 ruas jari Lengkuas ( di geprek )
100 gr gula merah
1 sdt garam
1 sdt bubuk ketumbar
3 cm kayu manis
2 bh bunga lawang
1 sdt kaldu jamur
3 bgks teh celup hitam ( plain)
1000 ml air putih",,"1. Tumis bawang merah bawang putih daun salam lengkuas sampai setengah layu . ( bisa juga langsung cemplung semua bahan sampai mendidih dan air putih ) sampai baru masukin telor yang sudah matang di ketok ketok ya sampai retak kulit telor seluruhnya
2. Kemudian garam ketumbar bubuk kaldu gula merah teh hitam semua di masak 5 menit di aduk aduk .
3. Setelah mendidih tutup dan kecilkan api di masak lagi jadi setiap 5 menit di buka di aduk sampai 25 menit
4. Setelah itu angkat teh nya dan matikan api dan tutup diamkan sampai hangat udh bisa di kupas
6. Selamat mencoba"
6,https://resepmamiku.com/terong-balado-pr-ditha,"3 buah terong, potong sesuai selera
Kaldu jamur
Garam
Gula pasir
6 buah Tomat cherry, belah dua","8 siung bawang merah
4 siung bawang putih
Cabe keriting
Cabe rawit","goreng terong smpai kecoklatan, sisihkan.
tumis bumbu halus sampai harum, masukkan tomat cherry.
Masak hingga bumbu tanak.
beri garam, kaldu jamur dan gula pasir. Koreksi rasa.
masukkan terong yg sudah digoreng, gongso sebentar.
angkat, sajikan (saya beri topping ikan teri goreng)."
7,https://resepmamiku.com/udang-saos-padang-lilyminarosa,"500 gr udang
1/4 sdt kaldu bubuk
Daun bawang secukupnya1 sdm saus tiram
4 sdm saus sambal
3 sdm saus tomat
Air secukupnya","5 bh bwg putih
8 bh bwg merah
Sejumput kecil jinten bubuk
1/2 sdt kunyit bubuk
1/2 sdt lada bubuk
3 btr kemiri3 lbr daun jeruk
2 lbr daun salam
3 cm jahe geprek (saya skip, lupa)","1. Tumis bumbu halus sampai matqng dan wangi, kemudian masukkan bumbu daun, aduk sebentar sampai wangi
2. Lalu masukkan bahan saus, dan kaldu bubuk, aduk sebentar, masak sampai mendidih, kemudian masukkan udang
3. Masak sampai udang matang dan saus mengental, terakhir tambahkan daun bawang, aduk2 sebentar kemudian sajikan."
8,https://resepmamiku.com/gulai-tunjang-fitriyas_widodo,"1 kg kaki sapi/urat kaki sapi
800 ml Santan2 serai
2 daun salam
2 daun jeruk
1 daun kunyit","10 bawang merah
5 bawang putih
2 kemiri
5 cabe merah besar
5 cabe merah keriting
2 ruas jahe
2 ruas kunyit
2 ruas lengkuas
1 sdt bumbu kambing","Rebus kaki sapi sebentar (kasih 5 lembar daun salam),lalu cuci bersih
Tumis bumbu halus sampai benar2 matang dan berminyak
Dalam Vienta Pressure Cooker,tuang santan,masukan kaki sapi,dan bumbu cemplung,tambahkan gula,garam,kaldu,lada bubuk
Tekan tombol MENU pilih Fitur TENDON,pencet Tombol TASTE dan pilih TENDER lalu masak
Setelah alarm berbunyi,tekan tombol RELEASE dan biarkan uap panas hilang dan FLOATER VALVE turun baru buka tutupnya,jangan lupa di koreksi rasa ya gaes
Sajikan Gulai Tunjang dg sambel ijo,jangan lupa stok nasi yg banyak ya bestieGoreng semua bahan sampai layu
Ulek semua bahan (halus /kasar sesuai selera)
Goreng lagi dan beri garam,gula dan kaldu bubuk,koreksi rasa"
9,https://resepmamiku.com/jukut-kalas-sambal-embe-khas-bali-dhiahoddie,"1 iket kacang panjang
2 lbr daun salam
500 ml santan
Gula, garam dan kaldu bubuk secukupnya","7 siung bawang putih
1 ruas kunyit
1 ruas kencur","1. Sambal Embe : goreng bawang merah dan bawang putih sampai kecoklatan, masukkan duo bawang, tumis sampai layu. Beri terasi, gula, garam dan kaldu bubuk, masak sebentar dan angkat. Beri perasan jeruk limau, sisihkan.
2. Rebus kacang panjang, garam dan minyak sampai matang, angkat dan tiriskan.
3. Tumis bumbu halus dengan daun salam sampai harum, beri gula, garam dan kaldu bubuk, aduk rata.
4. Tuang santan, masak sampai kuah santan mengental dan menyusut. Angkat.
5. Siapkan wadah, campur kacang panjang, kuah santan dan sambal embe, aduk rata. Taburi bawang goreng dan siap di sajikan."
10,https://resepmamiku.com/tumis-terong-ale-mgrt-erna,"4 buah terong ijo muda
100 gr ale
3 cabe hijau besar iris serong
3 cabe merah besar iris serong
6 cabe rawit potong kecil
2 siung bwg putih iris tipis
2 buah bwg merah iris tipis
2 lbr daun salam
2 ruas jari lengkuas geprek
50 gr udang kupas
Garam secukupnya
Kaldu jamur secukupnya
Kecap manis secukupnya (boleh skip )",,"1. Cuci bersih terong potong sesuai selera
2. Tumis bw putih dan bw merah sampai wangi, masukkan udang kupas tambahkan cabe merah, cabe hijau, cabe rawit, daun salam dan laos ..aduk rata
3. Masukkan potongan terong,aduk rata beri sedikit air ,tambahkan garam,kaldu jamur,kecap manis, ..masak hingga terong agak layu .. sebelum diangkat masukkan ale aduk rata, koreksi rasa .
4. Siap disajikan"
11,https://resepmamiku.com/ikan-goreng-air-fryer-rachveda,"500gr ikan tenggiri iris
Sepotong jeruk nipis","4 baput
4 bamer
1/2 jari kunyit
1/2 jari lengkuas
3/4 sdt garam","1. Kucuri ikan dengan jeruk nipis, beri bumbu halus, aduk rata, diamkan 30 menit
2. Goreng menggunakan Air Fryer Oven Oxynic suhu 230C 30 menit, balik di menit ke 15"
12,https://resepmamiku.com/nasi-bakar-ayam-kemangi-pr-ditha,"3 centong nasi dingin
2 potong dada ayam ungkep, suwir2
Segenggam pete
Seikat kemangi
Daun jeruk
Garam
Kaldu bubuk
Daun pisang
Tusuk gigi","Bawang merah
Bawang putih
Cabe merahrawitkeriting
Air dikit","tumis bumbu halus, tambahkan daun jeruk. Aduk rata. Masukkan suwiran ayam dan pete.
beri sedikit air, bumbui garam dan kaldu bubuk. Aduk rata. Masak hingga air menyusut dan bumbu meresap. Koreksi rasa. Tambahkan kemangi. Angkat.
siapkan daun pisang, tata nasi, letakkan tumis suwiran ayam diatasnya. Bungkus. Bakar/grill sampai kecoklatan."
13,https://resepmamiku.com/lodeh-terong-cemplung-yscooking,"Terong belah dua, iris
Labu siam
Kol
Buncis
Putren
Kacang panjang
2 buah cabe hijau iris serong
2 buah cabe merah iris serong
2 sdm gula merah sisir
2 lbr daun salam
3 cm lengkuas geprek
1 pak santan segitiga
Garam secukupnya","8 siung bawang merah
3 siung bawang putih
2 butir kemiri sangrai
1/2 sdt ketumbar","1. Rebus air dengan bumbu halus, daun salam, dan lengkuas sampai mendidih.
2. Beri gula merah dan garam. Koreksi rasa.
3. Masukan semua sayuran.
4. Masak sampai matang. Masukan santan. Masak 2 menit. Angkat.
5. Sajikan dengan taburan bawang goreng."
14,https://resepmamiku.com/fried-tomato-eggs-lilyminarosa,"2 bh tomat, potong jd 8 bagian
2 btr telur
2 btg daun bawang, iris1 cm
Kucai dan toge secukupnya
1 sdm saus tomat
1 sdm saus sambal
1 sdt saus tiram
50 ml air
Garam, gula, kaldu bubuk, lada",,"1. Kocok lepas telur, buat orak arik stengah matang, angkat dan sisihkan
2. Tumis daun bawang, masukkan tomat, tumis sebentar dengan api besar, tuang saus tomat, saus sambal, saus tiram, sedikit air, garam, gula, kaldu bubuk dan lada, aduk rata
3. Masukkan kembali telur, aduk rata, masukkan kucai dan toge, aduk rata sebentar, angkat dan sajikan."
15,https://resepmamiku.com/crispy-chicken-with-spicy-bbq-sauce-lilyminarosa,"1 ekor ayam, potong 8 atau 10","300 gr tepung terigu
1 sdt onion powder
1 sdt garlic powder
1 sdt kaldu bubuk
1 sdt garam
1/2 sdt lada
1 sdt baking powder","1. Campur bahan rendaman jadi satu, masukkan ayam, rendam selama 1 jam atau semalaman
2. Campur semua tepung bumbu jadi satu, aduk rata, ambil 1 sdm tepung bumbu, tambahkan 300 ml air dingin, aduk rata
3. Panaskan minyak yg banyak menggunakan api kecil
4. Ambil sepotong ayam, balur tepung kering, kemudian tepung basah, terakhir tepung kering lagi, remas ayam dengan tepung, cubit2 sedikit agar ada efek keriting, masukkan ke dalam minyak panas, goreng api kecil selama 10-15 menit sampai kecoklatan, angkat dan tiriskan
5. Tambahkan Smoky1 Spicy BBQ sauce, sajikan."
16,https://resepmamiku.com/sup-bakso-tetelan-dynasr_photography,"10 butir bakso daging sapi
15 buah tahu goreng
250 gr daging tetelan
2 batang seledri iris
2 barang daun bawang iris
2 siung bawang putih goreng
2 sachet masako rasa sapi
1,5 liter air
Secukupnya bawang goreng",,"1. Rebus daging tetelan sampai empuk, rebusan pertama air dibuang. Daging di iris sesuai selera.
2. kemudian rebus lagi dengan 1,5 air baru untuk kuahnya setelah mendidih masukan irisan daging tetelan, bakso yg telah dibelah tengahnya, 2 sachet masako rasa sapi terus bawang putih goreng. Masukan tahu goreng
3. Tes rasa kuahnya dan sajikan bersama pelengkapnya mie kuning atau bihun serta bawang goreng dan seledri."
17,https://resepmamiku.com/usus-mercon-fifinimartiyana,"500 gr Usus Ayam
2 sdm Kecap Manis
Garam
Kaldu Bubuk
Gula Pasir","7 bh Bawang Merah
5 bh Bawang Putih
6 bh Cabe Merah
8 bh Cabe Rawit
1 ruas Jahe
1 ruas Kunyit2 lbr Daun Salam
2 lbr Daun Jeruk
1 btg Serai2 lbr Daun Salam
1 ruas Jahe,
2 lbr Daun Jeruk
1 btg Serai
Garam secukupnya","1. Cuci bersih usus ayam,lalu rebus dengan bumbu rebusan hingga matang,angkat tirikan lalu potong-potong
2. Tumis bumbu halus hingga harum dan matang,tambahkan bumbu lain aduk
3. Masukan usus,tambahkan kecap bumbui dengan garam,kaldu bubuk dan gula pasir,aduk hingga semua bumbu tercampur rata,angkat sajikan"
18,https://resepmamiku.com/daging-cincang-kukus-yscooking,"200 gr daging cincang
2 siung bawput cincang halus
1 batang daun bawang iris
1 sdm pickled lettuce, potong2 ( bila tdk ada bisa diganti potongan sawi asin)
1 sdm maizena
2 sdm kecap asin
1/2 sdm saus tiram
1 sdt minyak wijen
1 sdm arak masak (optional)
1/2 sdt gula
Garam, merica
200ml air",,Aduk rata semua bahan di atas. Kukus dgn api sedang selama 30 menit.
19,https://resepmamiku.com/ayam-uap-indahdapur,"1 ekor ayam kampung muda, potong jadi 4
1 bungkus jamur shimeji putih
2 batang daun bawang, potong besar2 aja
Campur Dalam Mangkok :
2 siung bawang merah, cincang
2 siung bawang putih, cincang
1 buah jahe (-/ panjangnya 1 jempol), potong korek api panjang
1 sdm gula pasir
1 sdm kecap asin
1 sdm minyak wijen
1 sdm saus tiram
1 sdt kaldu jamur
1/2 sdt garam",,"1. Tata daun bawang pada dasar pinggan tahan panas.
2. Letakkan ayam & jamur di atasnya.
3. Siram bumbu di atasnya.
4. Kukus dengan api besar agak kaldu gurihnya keluar selama 45 menit.
5. Angkat & sajikan."
20,https://resepmamiku.com/fried-rice-balls-dapoerliandra,"2 centong nasi
3 siung bawang putih, cincang halus
3 buah sosis, potong dadu
1 buah jagung kecil, pipil
1 buah wortel, parut
1 batang bawang daun
1 sdm saos tiram
1 sdm minyak wijen
50 gr keju cheddar parut
Secukupnya garam,
Secukupnya kaldu bubuk
Secukupnya lada bubuk3 sdm tepung terigu
1 butir telur, kocok lepas
secukupnya tepung panir",,"1. Tumis bawang putih hingga harum, masukan sosis, jagung pipil, wortel parut, daun bawang aduk rata. Lalu masukan saos tiram, garam, kaldu bubuk, lada bubuk, aduk sampai tercampur rata. Koreksi rasa, angkat.
2. Siapkan wadah, masukan nasi, tumisan tadi, keju cheddar parut, minyak wijen, aduk rata.
3. Bentuk adonan jadi bola bola.
Masukan ke tepung terigu, telur, lalu balur dengan tepung roti.
4. Goreng hingga matang keemasan.
5. Angkat dan sajikan dengan saos sambal dan mayonaise."
21,https://resepmamiku.com/paniki-gnocchi-singkong-friel_sit,"125 gram singkong
1 sdm terigu protein sedang
3 sdm putih telur
1/2 sdm minyak sayur
2 lembar daun jeruk, iris
2 sdm keju parut
1/4 sdt garam (optional)Minyak utk menumis
Garam utk taburan","4 butir bawang merah
2 siung bawang putih
1 cm jahe
1 cm laos
2 cm kunyit
2 buah cabai merah besar","Gnocchi :
Kukus singkong sampai empuk, haluskan.
Campur singkong kukus dengan terigu, putih telur, minyak sayur, daun jeruk, keju parut dn garam.
Uleni singkong sampai bisa dipadatkan..
Bagi adonan menjadi 2 bagian, bentuk memanjang, potong-potong sepanjang 2 cm.
Bentuk adonan membentuk ulir dengan menggulingkannya pada pisau berulir atau dengan garpu,
Rebus adonan sampai mengembang, dalam air mendidih yang sudah ditambahkan minyak dan garam.
Angkat, tiriskan, sisihkan.
Paniki :
Haluskan bawang jahe, laos, kunyit dan cabai sampai halus.
Tumis bawang merah iris sampai agak layu. Masukkan bumbu halus., tumis sampai wangi. Masukkan sereh, daun salam, daun jeruk dan daun kunyit, tumis sampai wangi.
Masukkan gnocchi dan daging giling, aduk sampai terbalut bumbu.
Masukkan Fibercreme, air dan garam, aduk sampai rata dan bumbu mulai berminyak. Siap disajikan."
