,link,bahan,bumbu,metode
0,https://resepmamiku.com/telur-tofu-crispy-dapur_dyna,"2 butir telur
1 bgks tofu keci, bisa d ganti tahu biasa
4 bawang merah iris
2 bawang putih iris
1 batang daun bawang iris
3 buah cabe rawit merah iris
1 tangkai daun seledri
1 sdt garam",,"1. Campur semua dalam mangkok kemudian kocok rata.
2. Siapkan frypan dengan minyak panas agar bisa krispi, goreng sampao kering."
1,https://resepmamiku.com/tauco-pare-udang-lim_henni,"1 bh sayur pare
100 gr udang kupas
1 papan petai
6 bh cabe merah dan hijau (iris serong)
8 siung bawang merah dan putih (iris tipis)
1 sdm tauco
1 bh tomat
1 sdm cabe giling (optional)
1 sdm saus tiram
1/2 sdm gula pasir",,"1. Pot pare buang bijinya ,iris tipis lumuri dgn garam ,remes2 biarkan 1/2 jam ,setelah itu cuci bersih tuk membuang pahitnya
2. Tumis bawang dan cabe hingga harum ,masukan tauco dan udang ,tumis hingga udang matang masukan pare dan tomat ,tuang air dikit bumbui gula dan saus tiram ,aduk rata tumis hingga matang ,siap disajikan"
2,https://resepmamiku.com/kikil-lombok-ijo-dapur_dyna,"250 gr kikil
10 buah lombok/cabe hijau besar","5 siung bawang merah diiris
3 siung bawang putih diiris
2 ruas lengkuas
2 lembar daun salam
2 lembar daun jeruk
1 batang sereh
1 sdt garam
1/2 sdt gula pasir
2 sdm kecap manis","1. Kikil direbus setelah itu buang airnya dan cuci bersih, kemudian potong2 dadu.
2. Tumis bawang putih, merah samoai harum dengan 2 sdm minyak goreng.
3. Lalu masukan kecap manis, daun salam, daun jeruk, lengkuas, garam dan gula, terakhir masukan kikil.
4. Tambahin air sedikit dan cabe ijo agar meresap bumbunya. Cek rasa. Sajikan. Selamat Mencoba.."
3,https://resepmamiku.com/nasi-uduk-dishby_ifah,"3 cup (450 gram) beras
575 ml santan sedang kental dari ½ butir kelapa
200 ml air
2 batang sereh
3 lembar daun salam
4 lembar daun jeruk
Kaldu bubuk secukupnya
Garam secukupnya",,"1. Cuci beras hingga bersih
2. Campur beras dengan rempah” dan semua bahan lainnya, lalu aduk hingga rata .. Masak dengan api sedang hingga air hampir mengering (hingga jadi nasi aron)
3. Panaskan kukusan .. Lalu pindahkan nasi aron ke panci kukusan .. Kemudian kukus nasi uduk hingga matang sekitar 30 – 40 menit .. Angkat lalu sajikan hangat dngn menu pendamping lainnya"
4,https://resepmamiku.com/seafood-stir-fry-ichasavitry,"600 gr mixed seafood (cumi, udang, kerang, baby octopus)
3 sdm minyak goreng
6 siung bawang putih, iris halus
3 sdm kecap manis
1 sdm minyak wijen
4 sdm saus tomat
2 sdm sambal botolan
2 sdm kecap ikan
2 sdm saus tiram
1 gelas air
Garam secukupnya
Irisan daun bawang secukupnya",,"1. Dalam wadah, campur semua jenis saus dan kecap. Aduk rata. Sisihkan.
2. Panaskan minyak pada wajan. Tumis bawang putih hingga harum. Masukkan seafood mix. Aduk rata hingga berubah warna. Tambahkan air dan campuran saus. Masak hingga saus mengental (5-7 menit). Koreksi rasa, aduk rata. Matikan api.
3. Atur tumisan seafood pada piring saji. Taburi irisan daun bawang. Sajikan selagi panas sebagai lauk pendamping nasi."
5,https://resepmamiku.com/bola-bola-misoa-udang-yscooking,"2 keping misoa, rebus, potong2
6 ekor udang besar, cincang kasar
2 siung bawput cincang halus
1/4 buah wortel parut
1 batang daun bawang iris
6 sdm terigu
1 sdm tapioka
1 butir telur
Kaldu bubuk
Garam, merica",,"-Campur rata semua bahan di atas
-bentuk bola lalu goreng sampai matang"
6,https://resepmamiku.com/nasi-goreng-kemangi-lim_henni,"1 porsi nasi putih dingin
2 siung bawang merah (iris2)
2 siung bawang putih (iris2)
2 bh cabe merah (iris2)
2 bh cabe hijau (iris2)
Daun kemangi secukupnya
Udang secukupnya
Kecap manis
Kecap ikan
Merica
Minyak secukupnya",,"Tumis bawang dan cabe dgn minyak ,masukan udang tumis ingga wangi
masukan nasi dan kemangi ,tambahkan kecap,merica ,aduk rata ,siap disajikan"
7,https://resepmamiku.com/nugget-tahu-ayam-yscooking,"2 buah tahu putih haluskan
1 buah dada/ paha ayam fillet, cincang
1/4 buah wortel parut
2 siung bawput parut
1 batang daun bawang iris
1 sdm terigu
1 sdm.tapioka
Kaldu bubuk
Garam, merica",,"Campur semua bahan di atas, bentuk sesuai selera.
Goreng di minyak panas sampai kekuningan ( minyak tidak usah banyak, hanya sampai setengah gorengan saja ya)"
8,https://resepmamiku.com/ayam-rica-kemangi-lisna_lisnawati71,"– 500 gr Daging Ayam
– 1 ikat kemangi, petikin daunnya
– 2 btg daun bawang potong² (me: skip)
– 3 lmbr daun jeruk
– 1 btg sereh geprek
– 1 ruas lengkuas geprek
– garam, gulpas, kaldu bubuk secukupnya
– 350 mil air/sesuai selera aja ya","– 10 buah cabe merah keriting
– 10 buah cabe rawit merah
– 5 siung bawang merah
– 3 siung bawang putih
– 3 butir kemiri sangrai
– 1 ruas kunyit
– 1 ruas jahe","1. Potong² Daging Ayam sesuai selera, lalu Cuci bersih, beri perasan air jeruk nipis, diamkan beberapa saat, lalu Cuci bersih
2. Tumis bumbu yang dihaluskan, daun jeruk, sereh geprek, lengkuas geprek hingga harum, lalu masukkan ayam nya,aduk hingga Ayam berubah warna
3. Lalu masukkan air, aduk rata Masak hingga airnya macak², tambahkan garam gulpas dan kaldu bubuk secukupnya, tes rasa
4. Setelah airnya sedikit menyusut dan lima menit sebelum di angkat, masukkan potongan daun bawang dan daun kemangi, aduk sebentar saja, lalu angkat dan siap di sajikan"
9,https://resepmamiku.com/stirfry-fish-cake-eomuk-bokkeum-yscooking,"4 lembar fish cake, potong2
2 siung bawput cincang
2 butir bawmer iris
2 cabe merah keriting
2 cabe hijau keriting
2 sdm kecap asin
1 sdm arak masak / mirin ( bole skip)
Lada hitam bubuk",,"1. Rebus fishcake sebentar saja, angkat
2. Tumis duo bawang dan cabe sampai wangi. Masukkan eomuk dan bumbu, aduk rata
3. Masak sampai bumbu meresap."
10,https://resepmamiku.com/tumisan-daging-sayur-dita_dwistyani,"200 gr daging sapi,iris
1 bh wortel ,iris serong
5 bh buncis,iris serong
1 bh putren,iris serong
1 bh daun bawang, iris serong","½ siung bawang bombay, cincang
2 siung bawang putih,cincang
1 bh cabai merah besar¼ sdt garam
1 sdt kaldu jamur
½ sdm gula pasir
1 sdt saos tiram
1 sdt saos lada hitam
Note: banyaknya takaran bumbu di sesuaikan dengan banyaknya bahan yang digunakan","1. Potong potong semua bahan
2. Tumis irisan bawang bombay dan bawang putih hingga matang, kemudian masukkan daging, aduk merata
3. Beri saos tiram dan saos lada hitam dan aduk merata kembali
4. Masukkan irisan wortel dan putren, kemudian beri secukupnya air.
5. Setelah wortel dan putren mulai lunak, masukkan irisan buncis. Beri gula, garam dan kaldu jamur dan aduk merata kembali
6. Setelah daging hampir matang, masukkan irisan daun bawang dan cabai merah besar, kemudian osreng2 lagi hingga semua matang
7. Sesaat sebelum di angkat koreksi rasanya dan siap di sajikan"
